generated on 30/07/2019 23:21:08 UTC																					
																					
Country	WHOREGION	FLUREGION	Year	Week	SDATE	EDATE	SPEC_RECEIVED_NB	SPEC_PROCESSED_NB	AH1	AH1N12009	AH3	AH5	ANOTSUBTYPED	INF_A	BYAMAGATA	BVICTORIA	BNOTDETERMINED	INF_B	ALL_INF	ALL_INF2	TITLE
United States of America	Region of the Americas of WHO	North America	2012	20	5/14/12	5/20/12	3564	3564	0	34	167	0	57	258	0	0	252	252	510		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	21	5/21/12	5/27/12	3470	3470	0	18	88	0	63	169	0	0	253	253	422		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	22	5/28/12	6/3/12	3015	3015	0	16	85	0	46	147	0	0	224	224	371		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	23	6/4/12	6/10/12	2986	2986	0	16	48	0	40	104	0	0	200	200	304		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	24	6/11/12	6/17/12	2724	2724	0	9	63	0	52	124	0	0	179	179	303		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	25	6/18/12	6/24/12	2343	2343	0	3	38	0	26	67	0	0	105	105	172		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	26	6/25/12	7/1/12	2116	2116	0	3	26	0	22	51	0	0	117	117	168		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	27	7/2/12	7/8/12	1817	1817	0	5	16	0	13	34	0	0	57	57	91		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	28	7/9/12	7/15/12	1908	1908	0	4	36	0	15	55	0	0	43	43	98		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	29	7/16/12	7/22/12	1933	1933	0	0	18	0	11	29	0	0	47	47	76		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	30	7/23/12	7/29/12	1927	1927	0	2	49	0	10	61	0	0	31	31	92		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	31	7/30/12	8/5/12	1939	1939	0	1	65	0	4	70	0	0	35	35	105		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	32	8/6/12	8/12/12	2118	2118	0	3	63	0	8	74	0	0	26	26	100		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	33	8/13/12	8/19/12	2236	2236	0	6	69	0	9	84	0	0	28	28	112		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	34	8/20/12	8/26/12	2392	2392	0	7	48	0	14	69	0	0	25	25	94		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	35	8/27/12	9/2/12	2444	2444	0	1	36	0	12	49	0	0	26	26	75		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	36	9/3/12	9/9/12	2598	2598	0	1	34	0	11	46	0	0	36	36	82		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	37	9/10/12	9/16/12	2909	2909	0	0	19	0	9	28	0	0	48	48	76		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	38	9/17/12	9/23/12	3123	3123	0	4	34	0	18	56	0	0	40	40	96		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	39	9/24/12	9/30/12	2476	2476	0	3	17	0	20	40	0	0	49	49	89		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	40	10/1/12	10/7/12	4345	4345	0	3	71	0	10	84	0	0	79	79	163		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	41	10/8/12	10/14/12	4716	4716	0	7	67	0	25	99	0	0	98	98	197		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	42	10/15/12	10/21/12	5009	5009	0	4	128	0	47	179	0	0	121	121	300		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	43	10/22/12	10/28/12	4913	4913	0	3	148	0	49	200	0	0	139	139	339		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	44	10/29/12	11/4/12	5149	5149	0	4	181	0	73	258	0	0	151	151	409		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	45	11/5/12	11/11/12	6134	6134	0	5	269	0	114	388	0	0	231	231	619		Sporadic
United States of America	Region of the Americas of WHO	North America	2012	46	11/12/12	11/18/12	6365	6365	0	8	366	0	210	584	0	0	265	265	849		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2012	47	11/19/12	11/25/12	7115	7115	0	8	592	0	406	1006	0	0	362	362	1368		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2012	48	11/26/12	12/2/12	8884	8884	0	17	992	0	532	1541	0	0	497	497	2038		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2012	49	12/3/12	12/9/12	11471	11471	0	36	1739	0	979	2754	0	0	678	678	3432		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2012	50	12/10/12	12/16/12	13885	13885	0	49	2572	0	1141	3762	0	0	822	822	4584		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2012	51	12/17/12	12/23/12	15667	15667	0	54	3528	0	1251	4833	0	0	1096	1096	5929		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2012	52	12/24/12	12/30/12	16881	16881	0	78	3673	0	1532	5283	0	0	1162	1162	6445		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	1	12/31/12	1/6/13	18219	18219	0	84	3640	0	1653	5377	0	0	1097	1097	6474		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	2	1/7/13	1/13/13	20013	20013	0	96	3889	0	1767	5752	0	0	1145	1145	6897		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	3	1/14/13	1/20/13	19228	19228	0	113	3121	0	1624	4858	0	0	1078	1078	5936		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	4	1/21/13	1/27/13	17139	17139	0	129	2382	0	1528	4039	0	0	1091	1091	5130		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	5	1/28/13	2/3/13	14795	14795	0	122	1890	0	951	2963	0	0	1076	1076	4039		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	6	2/4/13	2/10/13	13259	13259	0	121	1181	0	706	2008	0	0	1051	1051	3059		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	7	2/11/13	2/17/13	11468	11468	0	69	798	0	486	1353	0	0	1032	1032	2385		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	8	2/18/13	2/24/13	10398	10398	0	74	548	0	363	985	0	0	1084	1084	2069		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	9	2/25/13	3/3/13	9499	9499	0	49	392	0	289	730	0	0	1046	1046	1776		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	10	3/4/13	3/10/13	8999	8999	0	61	301	0	200	562	0	0	1083	1083	1645		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2013	11	3/11/13	3/17/13	8733	8733	0	41	202	0	191	434	0	0	1018	1018	1452		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	12	3/18/13	3/24/13	7849	7849	0	29	159	0	137	325	0	0	894	894	1219		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	13	3/25/13	3/31/13	6635	6635	0	31	98	0	92	221	0	0	732	732	953		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	14	4/1/13	4/7/13	6311	6311	0	31	120	0	101	252	0	0	641	641	893		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	15	4/8/13	4/14/13	5779	5779	0	44	67	0	63	174	0	0	457	457	631		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	16	4/15/13	4/21/13	5229	5229	0	27	73	0	43	143	0	0	311	311	454		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	17	4/22/13	4/28/13	4518	4518	0	33	61	0	46	140	0	0	239	239	379		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	18	4/29/13	5/5/13	4317	4317	0	15	54	0	29	98	0	0	195	195	293		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	19	5/6/13	5/12/13	3917	3917	0	12	36	0	27	75	0	0	174	174	249		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	20	5/13/13	5/19/13	3562	3562	0	11	24	0	19	54	0	0	120	120	174		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	21	5/20/13	5/26/13	3488	3488	0	13	18	0	21	52	0	0	109	109	161		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	22	5/27/13	6/2/13	3207	3207	0	14	14	0	28	56	0	0	92	92	148		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	23	6/3/13	6/9/13	3167	3167	0	10	12	0	29	51	0	0	78	78	129		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	24	6/10/13	6/16/13	2893	2893	0	20	12	0	32	64	0	0	62	62	126		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	25	6/17/13	6/23/13	2811	2811	0	5	10	0	31	46	0	0	47	47	93		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	26	6/24/13	6/30/13	2591	2591	0	6	5	0	21	32	0	0	27	27	59		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	27	7/1/13	7/7/13	2256	2256	0	6	12	0	22	40	0	0	23	23	63		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	28	7/8/13	7/14/13	2337	2337	0	6	27	0	33	66	0	0	13	13	79		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	29	7/15/13	7/21/13	2212	2212	0	5	12	0	24	41	0	0	14	14	55		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	30	7/22/13	7/28/13	2050	2050	0	11	10	0	29	50	0	0	9	9	59		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	31	7/29/13	8/4/13	2246	2246	0	8	14	0	31	53	0	0	20	20	73		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	32	8/5/13	8/11/13	2195	2195	0	14	11	0	26	51	0	0	12	12	63		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	33	8/12/13	8/18/13	1968	1968	0	13	3	0	32	48	0	0	10	10	58		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	34	8/19/13	8/25/13	2187	2187	0	9	4	0	41	54	0	0	3	3	57		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	35	8/26/13	9/1/13	2674	2674	0	39	3	0	67	109	0	0	10	10	119		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	36	9/2/13	9/8/13	2825	2825	0	23	5	0	73	101	0	0	12	12	113		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	37	9/9/13	9/15/13	3190	3190	0	48	7	0	60	115	0	0	7	7	122		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	38	9/16/13	9/22/13	3400	3400	0	32	7	0	56	95	0	0	22	22	117		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	39	9/23/13	9/29/13	3890	3890	0	49	10	0	56	115	0	0	22	22	137		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	40	9/30/13	10/6/13	4407	4407	0	64	10	0	84	158	0	0	26	26	184		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	41	10/7/13	10/13/13	5244	5244	0	57	21	0	115	193	0	0	28	28	221		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	42	10/14/13	10/20/13	5320	5320	0	34	12	0	104	150	0	0	25	25	175		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	43	10/21/13	10/27/13	5402	5402	0	65	16	0	102	183	0	0	14	14	197		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	44	10/28/13	11/3/13	5853	5853	0	74	24	0	135	233	0	0	41	41	274		Sporadic
United States of America	Region of the Americas of WHO	North America	2013	45	11/4/13	11/10/13	6765	6765	0	150	28	0	173	351	0	0	43	43	394		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	46	11/11/13	11/17/13	6963	6963	0	265	25	0	191	481	0	0	39	39	520		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	47	11/18/13	11/24/13	7569	7569	0	417	20	0	211	648	0	0	55	55	703		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	48	11/25/13	12/1/13	7118	7118	0	465	28	0	330	823	0	0	40	40	863		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	49	12/2/13	12/8/13	9628	9628	0	899	30	0	726	1655	0	0	67	67	1722		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	50	12/9/13	12/15/13	9942	9942	0	1062	46	0	813	1921	0	0	47	47	1968		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2013	51	12/16/13	12/22/13	13165	13165	0	1996	50	0	1577	3623	0	0	62	62	3685		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2013	52	12/23/13	12/29/13	14631	14631	0	2663	39	0	1689	4391	0	0	87	87	4478		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	1	12/30/13	1/5/14	16955	16955	0	3317	79	0	1502	4898	0	0	84	84	4982		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	2	1/6/14	1/12/14	16829	16829	0	3204	104	0	1246	4554	0	0	82	82	4636		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	3	1/13/14	1/19/14	16051	16051	0	2907	107	0	1119	4133	0	0	110	110	4243		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	4	1/20/14	1/26/14	15130	15130	0	2341	118	0	1002	3461	0	0	152	152	3613		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	5	1/27/14	2/2/14	13460	13460	0	1735	77	0	743	2555	0	0	153	153	2708		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	6	2/3/14	2/9/14	12072	12072	0	1451	115	0	525	2091	0	0	198	198	2289		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	7	2/10/14	2/16/14	10991	10991	0	1056	91	0	466	1613	0	0	199	199	1812		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	8	2/17/14	2/23/14	10451	10451	0	741	85	0	327	1153	0	0	220	220	1373		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	9	2/24/14	3/2/14	9349	9349	0	454	85	0	250	789	0	0	237	237	1026		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2014	10	3/3/14	3/9/14	8995	8995	0	390	99	0	204	693	0	0	281	281	974		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2014	11	3/10/14	3/16/14	8282	8282	0	330	132	0	155	617	0	0	313	313	930		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2014	12	3/17/14	3/23/14	7617	7617	0	187	149	0	181	517	0	0	402	402	919		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2014	13	3/24/14	3/30/14	7327	7327	0	134	161	0	176	471	0	0	462	462	933		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	14	3/31/14	4/6/14	7024	7024	0	98	221	0	128	447	0	0	492	492	939		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	15	4/7/14	4/13/14	6661	6661	0	46	221	0	154	421	0	0	533	533	954		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	16	4/14/14	4/20/14	6167	6167	0	28	195	0	128	351	0	0	445	445	796		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	17	4/21/14	4/27/14	5521	5521	0	15	174	0	123	312	0	0	405	405	717		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	18	4/28/14	5/4/14	5571	5571	0	13	141	0	128	282	0	0	415	415	697		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	19	5/5/14	5/11/14	5221	5221	0	7	128	0	99	234	0	0	327	327	561		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	20	5/12/14	5/18/14	5044	5044	0	6	100	0	96	202	0	0	294	294	496		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	21	5/19/14	5/25/14	4544	4544	0	1	101	0	61	163	0	0	222	222	385		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	22	5/26/14	6/1/14	4516	4516	0	3	103	0	82	188	0	0	208	208	396		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	23	6/2/14	6/8/14	4063	4063	0	2	86	0	51	139	0	0	131	131	270		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	24	6/9/14	6/15/14	3963	3963	0	3	99	0	49	151	0	0	139	139	290		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	25	6/16/14	6/22/14	3694	3694	0	3	69	0	43	115	0	0	106	106	221		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	26	6/23/14	6/29/14	3358	3358	0	0	45	0	28	73	0	0	97	97	170		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	27	6/30/14	7/6/14	3020	3020	0	1	46	0	26	73	0	0	80	80	153		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	28	7/7/14	7/13/14	2917	2917	0	3	53	0	29	85	0	0	59	59	144		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	29	7/14/14	7/20/14	2764	2761	0	0	32	0	20	52	0	0	42	42	94		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	30	7/21/14	7/27/14	3042	3042	0	1	36	0	28	65	0	0	50	50	115		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	31	7/28/14	8/3/14	2827	2827	0	2	46	0	25	73	0	0	21	21	94		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	32	8/4/14	8/10/14	2820	2820	0	3	39	0	15	57	0	0	21	21	78		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	33	8/11/14	8/17/14	3241	3241	0	1	54	0	21	76	0	0	36	36	112		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	34	8/18/14	8/24/14	3304	3304	0	3	44	0	18	65	0	0	40	40	105		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	35	8/25/14	8/31/14	3915	3915	0	6	59	0	28	93	0	0	40	40	133		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	36	9/1/14	9/7/14	4147	4147	0	7	42	0	33	82	0	0	29	29	111		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	37	9/8/14	9/14/14	5231	5231	0	1	65	0	33	99	0	0	30	30	129		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	38	9/15/14	9/21/14	5592	5592	0	6	80	0	32	118	0	0	53	53	171		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	39	9/22/14	9/28/14	5809	5809	0	1	84	0	51	136	0	0	64	64	200		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	40	9/29/14	10/5/14	9567	9567	0	2	100	0	97	199	0	0	110	110	309		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	41	10/6/14	10/12/14	11036	11036	0	5	125	0	149	279	0	0	160	160	439		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	42	10/13/14	10/19/14	11729	11729	0	7	226	0	186	419	0	0	164	164	583		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2014	43	10/20/14	10/26/14	11385	11385	0	5	212	0	200	417	0	0	127	127	544		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	44	10/27/14	11/2/14	11525	11525	0	4	295	0	292	591	0	0	135	135	726		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	45	11/3/14	11/9/14	12918	12918	0	6	506	0	489	1001	0	0	155	155	1156		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	46	11/10/14	11/16/14	13776	13776	0	8	632	0	629	1269	0	0	147	147	1416		Sporadic
United States of America	Region of the Americas of WHO	North America	2014	47	11/17/14	11/23/14	16166	16166	0	5	1001	0	1233	2239	0	0	163	163	2402		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2014	48	11/24/14	11/30/14	18504	18504	0	8	1538	0	1878	3424	0	0	200	200	3624		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	49	12/1/14	12/7/14	21961	21961	0	11	2296	0	2398	4705	0	0	242	242	4947		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	50	12/8/14	12/14/14	29214	29214	0	6	3814	0	4047	7867	0	0	315	315	8182		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	51	12/15/14	12/21/14	37109	37109	0	4	4972	0	6163	11139	0	0	325	325	11464		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2014	52	12/22/14	12/28/14	42466	42466	0	10	5498	0	7847	13355	0	0	392	392	13747		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	1	12/29/14	1/4/15	41579	41579	0	10	5292	0	5695	10997	0	0	409	409	11406		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	2	1/5/15	1/11/15	38493	38493	0	10	4901	0	3955	8866	0	0	372	372	9238		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	3	1/12/15	1/18/15	35593	35593	0	8	4584	0	3580	8172	0	0	473	473	8645		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	4	1/19/15	1/25/15	34191	34191	0	4	3917	0	3513	7434	0	0	548	548	7982		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	5	1/26/15	2/1/15	32001	32001	0	10	3475	0	2789	6274	0	0	606	606	6880		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	6	2/2/15	2/8/15	29578	29578	0	10	2719	0	2170	4899	0	0	723	723	5622		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	7	2/9/15	2/15/15	26986	26986	0	7	1744	0	1575	3326	0	0	869	869	4195		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	8	2/16/15	2/22/15	24292	24292	0	10	1242	0	1108	2360	0	0	1009	1009	3369		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	9	2/23/15	3/1/15	22293	22293	0	18	954	0	740	1712	0	0	1127	1127	2839		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	10	3/2/15	3/8/15	20419	20419	0	5	774	0	557	1336	0	0	1352	1352	2688		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	11	3/9/15	3/15/15	19843	19843	0	7	458	0	405	870	0	0	1654	1654	2524		Widespread Outbreak
United States of America	Region of the Americas of WHO	North America	2015	12	3/16/15	3/22/15	18418	18418	0	2	340	0	302	644	0	0	1564	1564	2208		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2015	13	3/23/15	3/29/15	16980	16980	0	7	227	0	197	431	0	0	1479	1479	1910		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2015	14	3/30/15	4/5/15	15123	15123	0	4	168	0	119	291	0	0	1375	1375	1666		Regional Outbreak
United States of America	Region of the Americas of WHO	North America	2015	15	4/6/15	4/12/15	14741	14741	0	7	87	0	107	201	0	0	1271	1271	1472		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2015	16	4/13/15	4/19/15	13389	13389	0	13	66	0	79	158	0	0	969	969	1127		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	17	4/20/15	4/26/15	11872	11872	0	1	48	0	40	89	0	0	683	683	772		Local Outbreak
United States of America	Region of the Americas of WHO	North America	2015	18	4/27/15	5/3/15	10769	10769	0	4	26	0	36	66	0	0	543	543	609		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	19	5/4/15	5/10/15	9784	9784	0	2	12	0	19	33	0	0	494	494	527		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	20	5/11/15	5/17/15	9188	9188	0	2	16	0	26	44	0	0	340	340	384		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	21	5/18/15	5/24/15	8412	8412	0	0	21	0	19	40	0	0	267	267	307		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	22	5/25/15	5/31/15	7747	7747	0	1	20	0	21	42	0	0	184	184	226		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	23	6/1/15	6/7/15	6991	6991	0	0	20	0	22	42	0	0	151	151	193		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	24	6/8/15	6/14/15	6724	6724	0	1	20	0	28	49	0	0	129	129	178		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	25	6/15/15	6/21/15	6132	6132	0	2	50	0	22	74	0	0	78	78	152		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	26	6/22/15	6/28/15	5557	5557	0	0	51	0	24	75	0	0	46	46	121		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	27	6/29/15	7/5/15	5230	5230	0	2	59	0	35	96	0	0	33	33	129		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	28	7/6/15	7/12/15	5253	5253	0	4	40	0	18	62	0	0	36	36	98		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	29	7/13/15	7/19/15	5034	5034	0	3	35	0	11	49	0	0	37	37	86		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	30	7/20/15	7/26/15	4802	4802	0	4	34	0	19	57	0	0	23	23	80		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	31	7/27/15	8/2/15	4785	4785	0	0	44	0	23	67	0	0	10	10	77		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	32	8/3/15	8/9/15	4781	4781	0	4	50	0	20	74	0	0	17	17	91		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	33	8/10/15	8/16/15	4857	4857	0	3	33	0	30	66	0	0	13	13	79		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	34	8/17/15	8/23/15	5118	5118	0	2	53	0	25	80	0	0	16	16	96		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	35	8/24/15	8/30/15	5322	5322	0	3	42	0	33	78	0	0	20	20	98		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	36	8/31/15	9/6/15	5979	5979	0	3	63	0	41	107	0	0	27	27	134		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	37	9/7/15	9/13/15	6493	6493	0	1	70	0	32	103	0	0	28	28	131		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	38	9/14/15	9/20/15	6854	6854	0	3	76	0	55	134	0	0	33	33	167		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	39	9/21/15	9/27/15	7253	7253	0	0	27	0	55	82	0	0	33	33	115		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	40	9/28/15	10/4/15	6354	6354	0	6	17	0	50	73	0	0	32	32	105		Sporadic
United States of America	Region of the Americas of WHO	North America	2015	41	10/5/15	10/11/15	12705	12705	0	9	67	0	78	154	1	0	53	54	208	0	Sporadic
United States of America	Region of the Americas of WHO	North America	2015	42	10/12/15	10/18/15	13797	13797	0	9	50	0	102	161	0	3	60	63	224	0	Sporadic
United States of America	Region of the Americas of WHO	North America	2015	43	10/19/15	10/25/15	14027	14027	0	12	53	0	93	158	0	0	59	59	217	0	Sporadic
United States of America	Region of the Americas of WHO	North America	2015	44	10/26/15	11/1/15	13972	13972	0	8	36	0	91	135	1	1	60	62	197	0	Sporadic
United States of America	Region of the Americas of WHO	North America	2015	45	11/2/15	11/8/15	14531	14531	0	7	19	0	82	108	1	1	71	73	181	0	Sporadic
United States of America	Region of the Americas of WHO	North America	2015	46	11/9/15	11/15/15	12547	12547	0	9	15	0	105	129	1	2	87	90	219	0	Local Outbreak
United States of America	Region of the Americas of WHO	North America	2015	47	11/16/15	11/22/15	16671	16671	0	17	42	0	85	144	4	0	102	106	250	0	No Report
United States of America	Region of the Americas of WHO	North America	2015	48	11/23/15	11/29/15	16335	16335	0	17	24	0	119	160	9	3	96	108	268	0	No Report
United States of America	Region of the Americas of WHO	North America	2015	49	11/30/15	12/6/15	17707	17707	0	27	36	0	148	211	12	3	90	105	316	0	No Report
United States of America	Region of the Americas of WHO	North America	2015	50	12/7/15	12/13/15	18138	18138	0	38	37	0	141	216	11	2	117	130	346	0	No Report
United States of America	Region of the Americas of WHO	North America	2015	51	12/14/15	12/20/15	18778	18778	0	69	39	0	242	350	19	4	200	223	573	0	No Report
